text_to_analyse,label
"1UD BLUEFACE CABLE BLANCO TIENE LINEA EN LA PANTALLA_x000D_
1UD LITE RADIO BLANCOSE QUEDA EL LUMINOSO EN ROJO RADIO TTO LITE BLANCA 1UD LITE RADIO BLANCO SE QUEDA EL LUMINOSO EN ROJO",1
"Tengo un termostato AZCE6BLUEFACECB de la factura 12005329, que se ha quedado la pantalla en blanco aunque iluminada y funcionando como se quedó. La instalación no tiene webserver._x000D_
Solicito que me envíen uno nuevo, gracias. Termostato de cara azul Termostato blueface en blanco, aunque iluminado. Imposible ver los parametros y no actua la pantalla táctil._x000D_
Necesitamos sustituirlo.",1
"SE HA SUSTITUIDO LA PLACA Y EL CONTROL QUE SE BLOQUEABA SIGUE BLOQUEADO._x000D_
MANDO THINK BLOQUEADO COMO CUANDO SE LLAMÓ AL 1ª VEZ TERMOSTATO THINK CABLE BLANCO REPOSCION TERMOSTATO NO FUNCIONA.",0
tras actualizacion por parte de airzone termostatos dejan de funcionar cara azul tras actualizacion termostato deja de funcionar,0
tras actualizacion por parte de airzone termostatos dejan de funcionar PENSAR TRAS ACTUALIZACION TERMOSTATO DEJA DE FUNCIONAR,0
"Blueface que no se enciende: F00EW0E_x000D_
Blueface que se reinicia constantemente: F00JFNH  Blueface que no se enciende: F00EW0E",0
"Blueface que no se enciende: F00EW0E_x000D_
Blueface que se reinicia constantemente: F00JFNH  Blueface que se reinicia constantemente: F00JFNH",0
"En la pantalla aparece No Battery. Se le han cambiado las pilas dos veces y sigue apareciendo el miso mensaje. TERMOSTATO CENTRAL. THINK 8Z RADIO BL. EN LA PANTALLA APARECE NO BATTERY, SE LE HAN CAMBIADO LAS PILAS DOS VECES Y SIGUE APARECIENDO EL MISMO MENSAJE.",1
"LOS 2 TERMOSTATOS AZCE6BLUEFACECB NO SE ENCIENDE LA PANTALLA, Y EL MODULO AZCE6ONOFF6Z NO ME ACTUA, EN LOS 3 CASOS HE PROBADO OTROS Y SI QUE FUNCIONAN CORRECTAMENTE PERO ESTOS NO TERMOSTATO NO SE ENCIENDE PANTALLA CAMBIO POR GARANTIA",1
"LOS 2 TERMOSTATOS AZCE6BLUEFACECB NO SE ENCIENDE LA PANTALLA, Y EL MODULO AZCE6ONOFF6Z NO ME ACTUA, EN LOS 3 CASOS HE PROBADO OTROS Y SI QUE FUNCIONAN CORRECTAMENTE PERO ESTOS NO TERMOSTATO NO ENCIENDE PANTALLA CAMBIO POR GARANTIA",1
Termostato AZDI6BLUEFACE se calienta y no enciende CABLE TERMOSTATO A COLOR AIRZONE BLUEFACE (DI6) Cambio mo funciona,0
TERMOSTATO NO RESPONDE TERMOSTATO FLEXIBLE RADIO THINK 8Z Bl Airzone TERMOSTATO NO RESPONDE,0
"BLUEFACE PANTALLA CON RAYAS Y COLORES_x000D_
THINK RADIO ERROR 6_x000D_
THINK RADIO NO FUNCIONA NO SUBE NI BAJA DE TEMPERATURA RADIOTERMOSTATO MONOCROMO AIRZONE THINK BLACK 8Z ENVIAR UN TERMOSTATO NUEVO",1
"BLUEFACE PANTALLA CON RAYAS Y COLORES_x000D_
THINK RADIO ERROR 6_x000D_
THINK RADIO NO FUNCIONA NO SUBE NI BAJA DE TEMPERATURA RADIOTERMOSTATO MONOCROMO AIRZONE THINK NE 8Z ENVIAR UN TERMOSTATO NUEVO",1
"BLUEFACE PANTALLA CON RAYAS Y COLORES_x000D_
THINK RADIO ERROR 6_x000D_
THINK RADIO NO FUNCIONA NO SUBE NI BAJA DE TEMPERATURA CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UN TERMOSTATO NUEVO",1
ha dejado de funcionar pantalla en blanco mando blueface blanco MANDO SE QUEDA EN BLANCO,1
MANDO SE QUEDA EN BLANCO MANDO BLUEFACE BLANCO SE QUEDA EN BLANCO,0
"EL TERMSOTATO SE HA QUEDADO BLOQUEADO, SE PINCHA EN OTRA BASE DONDE FUNCIONA OTRO CORRECTAMENTE Y NO CAMBIA DE PANTALLA. TERMOSTATO THINK CABLE BLANCO 1 UNIDAD.",0
"EL TERMOSTATO THINK RADIO NO RESPONDE, SE LE CAMBIA LA PILA 2 VECES, INCLUSO SE LE PONE LA DE UNO QUE SI FUNCIONA, LA PANTALLA ESTA CONGELADA Y NO HACE NADA. PENSAR TERMOSTATO RADIO BLANCO 1 UNIDAD.",0
"pantalla completamente negra, el termostato se puede controlar desde WS CARA AZUL pantalla completamente negra, el termostato se puede controlar desde WS",1
EL TERMOSTATO BLUEFACE  SITUADO EN VIVIENDA  LA PANTALLA DEL TERMOSTATO NO SE VE .  TAMBIEN SI OS PUDIERAIS CONECTAR  REMOTAMENT Y COMPROBAR EL TERMOSTATO   YA QUE DA  AVERIA DE PARADA TOTAL EN STOP . TTO. CENT. INTELIGENTE COLOR AIRZONE BLANCO BLUEFA LA PANTALLA DE MANDO NO SE VE .,1
"EL CRISTAL DEL BLUEFACE SE HA DESPENDIDO, CAÍDO Y ROTO.  VIDRIO ROTO Y DESPRENDIDO",1
Apareció una banda negra en la pantalla del termostato. TELECOMANDO PIENSA Apareció una banda negra en la pantalla del termostato.,1
"EL TERMOSTATO NO ENCIENDE CUANDO LE DAMOS ALIMENTACION (F00KYNW)_x000D_
F00IEF5 MONTADO EN CAMPO DE GOLF DE SEVILLA, VARIAS INCIDENCIAS Y LLAMADAS AL SAT,_x000D_
ACONSEJAN CAMBIAR EL BLUEFACE POR ERROR DE COMUNICACIONES CON EL SERVIDOR WEB TERMOSTATO COLOR AIRZONE BLUEFACE 8Z EL TERMOSTATO NO ENCIENDE CUANDO LE DAMOS ALIMENTACION (F00KYNW)",0
"EL TERMOSTATO NO ENCIENDE CUANDO LE DAMOS ALIMENTACION (F00KYNW)_x000D_
F00IEF5 MONTADO EN CAMPO DE GOLF DE SEVILLA, VARIAS INCIDENCIAS Y LLAMADAS AL SAT,_x000D_
ACONSEJAN CAMBIAR EL BLUEFACE POR ERROR DE COMUNICACIONES CON EL SERVIDOR WEB TERMOSTATO COLOR AIRZONE BLUEFACE 8Z F00IEF5 MONTADO EN CAMPO DE GOLF DE SEVILLA, VARIAS INCIDENCIAS Y LLAMADAS AL SAT._x000D_
ACONSEJAN CAMBIAR EL BLUEFACE POR ERROR DE COMUNICACIONES CON EL SERVIDOR WEB",0
abarca diversas prácticas AZC6BLUEFACECB BLOQUEA,0
"La pantalla se queda permanentemente con el logo de Airzone y no responde. Termostato de pantalla táctil El logo de Airzone se queda permanentemente en la pantalla, se prueba en distintos sitios y sigue igual.",0
El termostato permanece en la posición de búsqueda. TERMOSTATO El termostato permanece en la posición de búsqueda.,0
"SE HA DESPEGADO EL CRISTAL DE LA PANTALLA DE TERMOSTATO PIENSE EN EL TERMOSTATO RADIO MONOCROMO CRISTAL PANTALLA DESPEGADO._x000D_
REPOSICIÓN EN GARANTÍA",1
"TERMOSTATO BLUEFACE QUE NO CARGA SE QUEDA CON LA PANTALLA INICIAL DE LA A  EL TERMOSTATO NO CARGA, SE QUEDA EN LA PANTALLA INICIAL",0
Dos termostatos Think que no funcionan termostato piensa en radio No funciona ni hace nada,0
Dos termostatos Think que no funcionan termostato piensa en radio no funciona ni hace nada,0
"En Julio de les hicimos un pedido que incluía 1 termostato AZCE6BLUEFACECB para instalar en una vivienda, sabemos que hace más de 2 años, pero el cliente no hizo uso de la misma hasta un tiempo después, con lo cual, como el termostato tenía la pantalla en verde a rayas y no se veía nada, se lo cambiamos por uno nuevo en Agosto de este año, que corresponde a su factura 523 de 31/08/20, se lo hemos cobrado al cliente final y no está de acuerdo, considera que es garantía, ruego, por favor, que estu *CE6 CABLE TERMOSTATO INTELIGENTE AIRZONE BLUEFACE En Julio de  les hicimos un pedido que incluía 1 termostato AZCE6BLUEFACECB para instalar en una vivienda, sabemos que hace más de 2 años, pero el cliente no hizo uso de la misma hasta un tiempo después, con lo cual, como el termostato tenía la panta",1
"LA PANTALLA DEL BLUEFACE, ESTÁ COMPLETAMENTE NEGRA (NO HACE ABSOLUTAMENTE NADA).  GARANTIZAR",0
Al conectar aparece el símbolo de inicio y se queda siempre así sin poder realizar ninguna función. Mando Blueface Al conectar aparece el símbolo de inicio y se queda siempre así sin poder realizar ninguna función.,0
"TERMOSTATO LE SALEN RALLAS EN LA PANTALLA TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA._x000D_
TERMOSTATO LE SALEN RALLAS EN LA PANTALLA._x000D_
HOTLINE 22325",1
falla la pantalla y se enciende solo termostato piensa falla la pantalla y se enciende solo,1
MOSTRAR PROBLEMA EN LA PANTALLA TERMOSTATO PIENSA EN RADIO PROBLEMA DE PANTALLA,1
MOSTRAR PROBLEMA EN LA PANTALLA TERMOSTATO PIENSA EN RADIO PROBLEMA DE PANTALLA,1
MOSTRAR PROBLEMA EN LA PANTALLA TERMOSTATO PIENSA EN RADIO PROBLEMA DE PANTALLA,1
MOSTRAR PROBLEMA EN LA PANTALLA TERMOSTATO PIENSA EN RADIO PROBLEMA DE PANTALLA,1
"BLUEFACE CON DOBLE PANTALLA_x000D_
BLUEFACE EL ICONO DE FRIO SALE A MEDIAS_x000D_
BLUEFACE NO SALEN TODOS DIGITOS EN LA PANTALLA CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UN TERMOSTATO NUEVO ICONO DE FRIO NO SALE ENTERO",1
"BLUEFACE CON DOBLE PANTALLA_x000D_
BLUEFACE EL ICONO DE FRIO SALE A MEDIAS_x000D_
BLUEFACE NO SALEN TODOS DIGITOS EN LA PANTALLA CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UNO NUEVO NO SALEN TODOS LOS DÍGITOS EN LA PANTALLA",1
"BLUEFACE CON DOBLE PANTALLA_x000D_
BLUEFACE EL ICONO DE FRIO SALE A MEDIAS_x000D_
BLUEFACE NO SALEN TODOS DIGITOS EN LA PANTALLA CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UNO NUEVO DOBLE PANTALLA",1
"Aparece una imagen de fondo que impide la visibilidad TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 En este caso aparece una imagen de fondo que impide la visibilidad, es el tercer termostato (de cuatro) que tenemos que sustituir en esta vivienda",1
Durante actualizacion del termostato Blueface se queda bloqueado termostato termosto,0
"No funciona bien, cuando se le pulsa no obedece. Termostato en garantía. Piense en el termostato de zona blanco No obedece cuando se le pulsa, no funciona bien",0
"Termostato Blue Face Radiant, da muchos problemas de bloqueo. Le damos otro de Stock y funciona bien. El cliente nos llama a nosotros por tiempo de espera de Postventa. TERMOSTATO BLUEFACE RADIANT Termostato Blue Face Radiant, da muchos problemas de bloqueo. Le damos otro de Stock y funciona bien. El cliente nos llama a nosotros por tiempo de espera de Postventa.",0
"BLUEFACE EN MAL ESTADO. NO REINICIA_x000D_
THING NO RESPONDE, NO RESETEA MANDO BLUEFACE BLUEFACE EN MAL ESTADO. NO REINICIA",0
"BLUEFACE EN MAL ESTADO. NO REINICIA_x000D_
THING NO RESPONDE, NO RESETEA ENVIO PENSAR RADIO THING NO RESPONDE, NO RESETEA",0
"EL TERMOSTATO HA PERDIDO BRILLO, ADJUNTO IMAGEN. TERMOSTATO BLUEFACE BLANCO CENTRALIZADO 1 Y.",1
"SE HA QUEDADO EN LA PANTALLA APAGADO Y NO DEJA YA MANIPULAR NADA. PIENSE EN EL TERMOSTATO RADIO MONOCROMO SE HA QUEDADO EN LA PANTALLA APAGADO Y NO DEJA YA MANIPULAR NADA._x000D_
REPOSICION EN GARANTIA_x000D_
HOTLINE 22872",1
"EL BLUEFACE SE QUEDA CON LA PANTALLA EN BLANCO_x000D_
CENTRAL ACUAZONE NO COMUNICA CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UN TERMOSTATO NUEVO",1
Termostato Blueface no funciona. La pantalla se queda negro. Termostato de cara azul Termostato Blueface no se ilumina. Se queda la pantalla negro.,1
El termostato cambia la pantalla de color de verde a rojo en ocasiones TERMOSTATO LA PANTALLA DEL TERMOSTATO SE CAMBIA DE COLOR A ROJO O A VERDE,1
Pantalla frontal azul defectuosa TERMOSTATO CARA AZUL Pantalla defectuosa,1
"Al encender el termostato, éste se queda bloqueado. Termostato de cable inteligente Airzone Blueface BL 8 Al encender el termostato, éste se queda bloqueado.",0
"MOTIVO GARANTIA: TERMOSTATO AGOTA LAS PILAS SOLO EL MAESTRO. SE ACTUALIZO LA PASARELA DAIKIN Y PERSISTE EL PROBLEMA._x000D_
HOT LINE 22856. _x000D_
AUTORIZADO POR FEDERICO (SAT AIRZONE) CAMBIO PIEZA EN GARANTIA PIENSE EN EL TERMOSTATO RADIO MONOCROMO TERMOSTATO AGOTA LAS PILAS SOLO EL MAESTRO._x000D_
CAMBIO PIEZA EN GARANTIA",0
"TERMOSTATO HS  la pantalla retroiluminada parpadea aleatoriamente (similar a un contacto falso)._x000D_
No es problema de batería porque ha sido probado._x000D_
Debería ser reemplazado.",1
Se ha apagado la pantalla y ha dejado de funcionar. TERMOSTATO CAMBIO EN GARANTIA POR FALLO EN SU FUNCIONAMIENTO,1
"Pantalla cebra._x000D_
Imposible sustituir la batería, se ha fundido la barra (+) (ver foto). PIENSA EN RADIO NOIR DISPLAY CEBRA + BARRA (+) QUE HA SALTO",1
Pantalla táctil desplazada. CARA AZUL NEGRO PANTALLA TÁCTIL DESPLAZADA.,1
se ha quedado en blanco TERMOSTATO CABLE INTELIGENTE BLUEFACE BL 32Z SE HA QUEDADO EN BLANCO,0
"BLUEFACE CON PANTALLA DISTORSIONADA MANDO BLUEFACE BLANCO BLUEFACE CON PANTALLA DISTORSIONADA_x000D_
Es el segundo mando Blueface de los 10 instalados en esta obra en menos de tres meses._x000D_
Todos han precisado ajuste en la calibración de la temperatura",1
"3 MOTORES MAIR NO FUNCIONAN
BLUEFACE PANTALLA CON RAYAS Y DIFERENTES COLORES 
BLUEFACE PANTALLA BLOQUEADA Y SI MARCAR TEMPORALMENTE Y HUMEDAD CABLE TERMOSTATO A COLOR AIRZONE BLUEFACE (CE6) ENVIAR UNO NUEVO",1
"3 MOTORES MAIR NO FUNCIONAN
BLUEFACE PANTALLA CON RAYAS Y DIFERENTES COLORES 
BLUEFACE PANTALLA BLOQUEADA Y SI MARCAR TEMPORALMENTE Y HUMEDAD CABLE TERMOSTATO A COLOR AIRZONE BLUEFACE (CE6) ENVIAR UNO NUEVO",1
"no funciona la pantalla, ni se enciende TERMOSTATO NO SE ENVIENDE EL TERMOSTATO",1
"AZCE6THINKRB No hay capacidad de respuesta incluso con batería _x000D_
AZCE6THINKRB No se puede encontrar la radio TERMOSTATO IBPRO6 MONOCROMO THINK RADIO BLANCO No hay capacidad de respuesta incluso con la batería.",0
"AZCE6THINKRB No hay capacidad de respuesta incluso con batería _x000D_
AZCE6THINKRB No se puede encontrar la radio TERMOSTATO IBPRO6 MONOCROMO THINK RADIO BLANCO AZCE6THINKRB No se puede encontrar la radio",0
EL TERMOSTATO BLUEFACE INSTALADO EN LA VIVIENDA  NO FUNCIONA LA PANTALLA SE HA QUEDADO EN BLANCO .  EL TERMOSTATO BLUEFACE INSTALADO NO FUNCIONA LA PANTALLA SE HA QUEDADO EN BLANCO .,1
"no funciona, llamada 22560 TTO. CENT. INTELIGENTE COLOR BLUEFACE 8Z BLANCO SE QUEDA LA PANTALLA EN NEGRO",1
PANTALLA DESPEGADA TERMOSTATO THINK CABLE BLANCO TERMOSTATO THINK CABLE PANTALLA DESPEGADA,1
"Problema con los controles remotos de radio Think. para reemplazar_x000D_
PP6DAIST07L8 PACK PLENUM + PTBTR7BW pedido el 07/01/2020 Mando a distancia THINK RADIO 5 mandos a distancia ya no tienen pantalla. Por favor, devuélvanos 5 mandos a distancia THINK RADIO",1
"TERMOSTATO BLUEFACE SE HA QUEDADO EN BLANCO, DESPUES DE COMPROBACIONES CON ASISTENCIA TECNICA LLEGAN A LA CONCLUSION DE QUE HAY QUE CAMBIARLO *CE6 - TERMOSTATO DE CABLE INTELIGENTE BLUEFA AIRZONE BLUEFACE SE QUEDA EN BLANCO Y DESPUES DE COMPROBACIONES DECIDE EL SERVICIO TECNICO QUE HAY QUE CAMBIARLO",0
"Termostato Blueface con pantalla de fugas de color. Cable blindado Airzone instalado en una funda específica.  Pantalla Blueface ilegible, colores mezclados.",1
  termostacto funciona  pero se bloquea,0
  Termostacto  funciona pero se queda bloqueado,0
Pantalla inutilizable con colores TERMOSTATO BLUEFACE 8Z BL. Pantalla inutilizable en colores,1
SE VE LA PANTALLA AZUL TERMOSTATO BLUEFACE CABLE BLANCO SE VE LA PANTALLA EN AZUL,1
"WEBSERVER CABLE SE BLOQUEA CONTINUAMENTE._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA NO MARCA BIEN LA TEMPERATURA. TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 3 ENVIAR UNO NUEVO",0
"WEBSERVER CABLE SE BLOQUEA CONTINUAMENTE._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA NO MARCA BIEN LA TEMPERATURA. TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 3 ENVIAR UNO NUEVO",0
"WEBSERVER CABLE SE BLOQUEA CONTINUAMENTE._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA NO MARCA BIEN LA TEMPERATURA. TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UNO NUEVO",0
"WEBSERVER CABLE SE BLOQUEA CONTINUAMENTE._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE ACUAZONE SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA SE QUEDA CON LA A._x000D_
BLUEFACE FLEXA NO MARCA BIEN LA TEMPERATURA. TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",0
NO FUNCIONA DISPLAY CABLE TERMOSTATO INTELIGENTE BLUEFACE NE 32Z NO FUNCIONA DISPLAY.NECESITAMOS REPOSICION,0
SE VE MAL LA PANTALLA TERMOSTATO AZUL NO FUNCIONA LA PANTALLA,1
"tengo un cliente que ha llamado tres veces a asistencia técnica sobre un mando azce6bluefacec que se le queda bloqueado, le han dicho que se cambia por otro nuevo y le han dado un numero de incidencia 23561 dime como proceder. MANDO Tengo un cliente que ha llamado tres veces a asistencia técnica sobre un mando azce6bluefacec que se le queda bloqueado, le han dicho que se cambia por otro nuevo y le han dado un numero de incidencia 23561 dime como proceder.",0
BLUEFACE SE BLOQUEA TERMOSTATO AZUL BLUEFACE SE BLOQUEA. INSTALADOR LLAMA A AIRZONE Y LE DICEN QUE TRAMITE EN GARANTIA,0
"TERMOSTATO BLUEFACE QUE LE SALEN RALLAS EN LA PANTALLA TERMOSTATO COLOR AIRZONE BLUEFACE 8Z TERMOSTATO BLUEFACE QUE LE SALEN RALLAS EN DISPLAY QUE ESTA EN MAL ESTADO._x000D_
REPOSICION EN GARANTIA",1
"Problema de visualización BLUEFACE _x000D_
Número de billete 10782 TERMOSTATO BLUEFACE IBPRO6 Ver ticket número 10782_x000D_
Problema de visualización en Blueface",1
TERMOSTATO THINK SE BLOQUEA Y HAY QUE RESETEAR CONTINUAMENTE PARA SU RESTAURACION RADIOTERMOSTATO MONOCROMO AIRZONE THINK BL 8Z SE BLOQUEA,0
"Pantalla defectuosa del termostato Blueface_x000D_
dos soportes para termostato Think Termostato Blueface Blanc Pantalla del termostato negra y línea verde.",1
Los termostatos LITE ya no responden Termostato Lite Radio negro El termostato ya no responde,0
Los termostatos LITE ya no responden Termostato Lite Radio negro El termostato ya no responde,0
LOS TERMOSTATOS TIENEN UNAS MANCHAS EN LAS PANTALLAS. SE SOLICITA EL CAMBIO EN GARANTIA . VALIDADO POR JAVIER AGUILAR MANDO CAMBIO DE MANDO,1
LOS TERMOSTATOS TIENEN UNAS MANCHAS EN LAS PANTALLAS. SE SOLICITA EL CAMBIO EN GARANTIA . VALIDADO POR JAVIER AGUILAR MANDO CAMBIO EN GARANTIA,1
LOS TERMOSTATOS TIENEN UNAS MANCHAS EN LAS PANTALLAS. SE SOLICITA EL CAMBIO EN GARANTIA . VALIDADO POR JAVIER AGUILAR MANDO CAMBIO EN GARANTIA,1
LOS TERMOSTATOS TIENEN UNAS MANCHAS EN LAS PANTALLAS. SE SOLICITA EL CAMBIO EN GARANTIA . VALIDADO POR JAVIER AGUILAR MANDO CAMBIO EN GARANTIA,1
LOS TERMOSTATOS TIENEN UNAS MANCHAS EN LAS PANTALLAS. SE SOLICITA EL CAMBIO EN GARANTIA . VALIDADO POR JAVIER AGUILAR MANDO BLUEFACE CAMBIO EN GARANTIA,1
THERMOSTAT AZCE6THINKRB ECRAN BLOQUE  THERMOSTAT AZCE6THINKRB ECRAN BLOQUE,0
"archivo 10906_x000D_
Al poner en servicio rayones y pantalla borrosa.  ARCHIVO 10906_x000D_
PANTALLA ENMARCADA",1
"NUMERO DE SERIE F00NZQ7_x000D_
ECRAN VEILLE SE BLOQUE BALANCE DE CARA AZUL BLOQUEOS DEL SALVAPANTALLAS",0
EL TERMOSTATO TIENE UNA LINEA ROJA TERMOSTATO AZUL SOLICITAMOS EL CAMBIO,1
"ENVIAR EN GARANTIA 1 AZCE6THINKRB , YA QUE ESTA MAL Y LA PNATLLA NO ENCIENDE. SE HA CAMBIADO LA PILA 2 VECES Y NO HACE NADA AZCE6THINKRB ENVIAR EN GARANTIA 1 AZCE6THINKRB. SE LE PONE LA PILA Y NO HACE NADA. SE LE HA CAMBIADO LA PILA Y NADA. PANTALA AVERIADA._x000D_
_x000D_
_x000D_
ENVIAR A SU DIRECCION",0
EL BLUEFACE TIENE UNA LINEA ATRAVESANDO LA PANTALLA. TERMOSTATO AZUL TIENE UNA LINEA EN LA PANTALLA,1
EL TERMOSTATO BLOQUEADO YA NO FUNCIONA TERMOSTATO PIENSA EL TERMOSTATO BLOQUEADO YA NO FUNCIONA,0
"9094/18 CL GENISTA 2_x000D_
TERMOSTATO BLUEFACE NO FUNCIONA. SE QUEDA BLOQUEADO._x000D_
SOLICITAMOS LA RETIRADA DEL AVERIADO Y EL ENVÍO DE UNO NUEVO TERMOSTATO 9094/18 CL GENISTA 2 _x000D_
TERMOSTATO BLUEFACE NO FUNCIONA. SE QUEDA BLOQUEADO._x000D_
SOLICITAMOS RECOGIDA DEL AVERIADO Y SUSTITUCION POR UNO NUEVO",0
Blueface no reinicia. Recursos dañados. CARA AZUL CENTRALIZADA NO REINICIA. SE ACTUALIZÓ PERO NO SE RECUPERA.,0
TERMOSTATO BLUE FACE SE APAGA Y OTRAS VECES LA PANTALLA SE PONE VERDE. TERMOSTATO AZUL SE APAGA LA PANTALLA Y OTRAS VECES SE PONE VERDE,1
EL TERMOSTATO NO RESPONDE AIRZONE RADIOTERMOSTATO BLANCO EL TERMOSTATO NO RESPONDE - SOLICITO ENVIO DE 1 UNIDAD EN GARANTIA Y RECOGIDA DEL AVERIADO,0
"EL TERMOSTATO NO ENCIENDE_x000D_
REEMPLAZAMOS LA BATERÍA PERO NADA CAMBIA TERMOSTATO LITE TERMOSTATO HS A PESAR DE CAMBIAR LA BATERÍA",0
Cara azul HS TERMOSTATO CARA AZUL TERMOSTATO HS no enciende,0
El termostato THINK cableado se ha congelado. No puedo hacer que funcione nuevamente.  Pantalla congelada a pesar de reiniciar la instalación,0
El termostato tiene la pantalla en blanco TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 Solicitamos la sustitución,1
CENTRAL FLEXA PROBLEMA BUS DE EXPANSIÓN NO COMUNICA. BLUEFACE FLEXA NO ARRANCA. LITE RADIO NO CONECTA CON LA CENTRAL. BLUEFACE FLEXA SE QUEDA CON LA A. BLUEFACE ACUAZONE SE BLOQUEA. (2)MODULO DE ZONIFICACIÓN CABLE FALLAN TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO,0
CENTRAL FLEXA PROBLEMA BUS DE EXPANSIÓN NO COMUNICA. BLUEFACE FLEXA NO ARRANCA. LITE RADIO NO CONECTA CON LA CENTRAL. BLUEFACE FLEXA SE QUEDA CON LA A. BLUEFACE ACUAZONE SE BLOQUEA. (2)MODULO DE ZONIFICACIÓN CABLE FALLAN RADIOTERMOSTATO LITE ENVIAR UN TERMOSTATO NUEVO,0
CENTRAL FLEXA PROBLEMA BUS DE EXPANSIÓN NO COMUNICA. BLUEFACE FLEXA NO ARRANCA. LITE RADIO NO CONECTA CON LA CENTRAL. BLUEFACE FLEXA SE QUEDA CON LA A. BLUEFACE ACUAZONE SE BLOQUEA. (2)MODULO DE ZONIFICACIÓN CABLE FALLAN TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO,0
CENTRAL FLEXA PROBLEMA BUS DE EXPANSIÓN NO COMUNICA. BLUEFACE FLEXA NO ARRANCA. LITE RADIO NO CONECTA CON LA CENTRAL. BLUEFACE FLEXA SE QUEDA CON LA A. BLUEFACE ACUAZONE SE BLOQUEA. (2)MODULO DE ZONIFICACIÓN CABLE FALLAN TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 3 ENVIAR UN TERMOSTATO NUEVO,0
"PANTALLA APAGADA, NO FUNCIONA. TERMOSTATO INTELIGENTE BLUEFACE 8Z PANTALLA NO FUNCIONA",1
Termostato se bloquea cada cierto tiempo. El cliente lo habla con vosotros. TERMOSTATO AZUL Termostato se bloquea cada cierto tiempo. El cliente lo habla con vosotros.,0
"Hay dos termostatos Blueface que no funcionan bien: _x000D_
- AZCE6BLUEFACECB s/n:F00Q71L : en la pantalla sale una raya. _x000D_
- AZCE6BLUEFACECB s/n:F00Q70J : la pantalla no responde. TERMOSTATO AZUL NO RESPONDE LA PANTALLA",1
"Hay dos termostatos Blueface que no funcionan bien: _x000D_
- AZCE6BLUEFACECB s/n:F00Q71L : en la pantalla sale una raya. _x000D_
- AZCE6BLUEFACECB s/n:F00Q70J : la pantalla no responde. TERMOSTATO AZUL APARECE UNA RAYA EN LA PANTALLA",1
TERMOSTATO BLUEFACE NO FUNCIONA NO LLEGA A ENCENDER TERMOSTATO AZUL TERMOSTATO NO FUNCIONA,0
TERMOSTATO BLUEFACE QUE SE QUEDA LA PANTALLA EN BLANCO Y NO ATIENDE A ORDENES TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA. PANTALLA SE QUEDA EN BLANCO,1
No enciende. TERMOSTATO INNOBUS TACTO EMPOTRADO BLANCO (RICONDI NO SE ENCIENDE,0
"PANTALLA SE QUEDA EN BLANCO. HABLADO CON FRAN GARCIA Y LUIS OLIVO. TERMOSTATO BLUEFACE BLANCO BLOQUEADO._x000D_
_x000D_
PANTALLA EN BLANCO. HABLADO CON FRAN GARCIA Y LUIS OLIVO.",1
"1 termostato se carga infinitamente_x000D_
1 termostato superpone los menús uno encima del otro Termostato Azul FACE Blanc Carga sin parar nunca",0
"1 termostato se carga infinitamente_x000D_
1 termostato superpone los menús uno encima del otro Termostato Azul FACE Blanc Superponer los menús entre sí.",0
